index	id	outcome	oldMainMs	oldGoMs	mainMs	goMs	goDeltaMs
877	exact-name-in-zero	success	0.928417	132.469833	0.903375	131.925333	-0.5445
878	exact-name-in-targeted	success	13.000083	274.339042	13.210542	278.8385	4.499458
879	exact-name-in-dense	success	21.478042	239.303708	20.801167	230.721875	-8.581833
880	positive-and-not-zero	success	0.904708	13.467209	0.912584	3.442291	-10.024918
881	positive-and-not-targeted	success	4.396958	8.886541	4.41425	3.048917	-5.837624
882	positive-and-not-dense	success	0.816458	4.525792	0.784917	1.535917	-2.989875
883	global-six-or-zero	success	335.426458	2627.679125	366.757125	2695.51725	67.838125
884	global-six-or-targeted	success	325.683042	2631.881292	466.446666	2543.22525	-88.656042
885	global-six-or-dense	success	273.491333	2753.065459	229.84025	2673.008166	-80.057293
886	global-six-or-wrapped-zero	success	54.547666	3142.100708	55.376334	2927.134292	-214.966416
887	global-six-or-wrapped-targeted	success	128.91175	3276.729125	96.52525	3145.23025	-131.498875
888	global-six-or-wrapped-dense	success	60.479209	3416.965708	65.408833	3368.096416	-48.869292
889	exists-guarded-contains-zero	success	1.148084	1.681625	1.306625	1.545375	-0.13625
890	exists-guarded-contains-targeted	success	2.718083	4.547875	2.756541	4.283416	-0.264459
891	exists-guarded-contains-dense	success	2.245416	1.248792	1.934958	1.315417	0.066625
892	regex-or-zero	success	14298.176375	24444.92275	15289.3735	24873.146666	428.223916
893	regex-or-targeted	success	4344.074583	7374.729917	4782.394541	7456.730666	82.000749
894	regex-or-dense	success	1.304958	0.825583	156.836125	0.844375	0.018792
895	global-wide-distribution-broad-all-64	success	0.501916	0.565917	0.771625	0.563791	-0.002126
896	global-wide-distribution-localized-early	success	0.453	1.305458	0.440625	1.333208	0.02775
897	global-wide-distribution-localized-late	success	1.890125	4.755416	1.9145	4.624208	-0.131208
898	global-wide-distribution-localized-middle	success	1.363917	2.845791	1.4365	2.975709	0.129918
899	graph-id-in-literal-wrapped-contains-k02-group-00-zero	success	0.418417	2.99875	0.418375	3.057708	0.058958
900	graph-id-in-parameter-wrapped-contains-k02-group-00-zero	success	0.088958	0.316792	0.113458	0.321	0.004208
901	request-selected-set-wrapped-contains-k02-group-00-zero	success	0.049042	0.257125	0.066125	0.284667	0.027542
902	graph-id-in-literal-wrapped-contains-k02-group-00-targeted	success	0.284042	3.689208	0.289708	3.799333	0.110125
903	graph-id-in-parameter-wrapped-contains-k02-group-00-targeted	success	0.055375	0.312625	0.061708	0.324334	0.011709
904	request-selected-set-wrapped-contains-k02-group-00-targeted	success	0.045	0.291208	0.047584	0.28925	-0.001958
905	graph-id-in-literal-wrapped-contains-k02-group-00-dense	success	1.212709	17.193458	1.178542	17.282542	0.089084
906	graph-id-in-parameter-wrapped-contains-k02-group-00-dense	success	0.083959	0.471166	0.078625	0.467208	-0.003958
907	request-selected-set-wrapped-contains-k02-group-00-dense	success	0.070917	0.425541	0.065375	0.432333	0.006792
908	graph-id-in-literal-wrapped-contains-k02-group-01-zero	success	0.062292	3.321125	0.06675	3.139667	-0.181458
909	graph-id-in-parameter-wrapped-contains-k02-group-01-zero	success	0.032375	0.371375	0.156209	0.288792	-0.082583
910	request-selected-set-wrapped-contains-k02-group-01-zero	success	0.031083	0.2565	0.032917	0.263834	0.007334
911	graph-id-in-literal-wrapped-contains-k02-group-01-targeted	success	0.202833	4.057417	0.1995	4.276042	0.218625
912	graph-id-in-parameter-wrapped-contains-k02-group-01-targeted	success	0.030833	0.300541	0.036542	0.310125	0.009584
913	request-selected-set-wrapped-contains-k02-group-01-targeted	success	0.034083	0.280959	0.034166	0.309917	0.028958
914	graph-id-in-literal-wrapped-contains-k02-group-01-dense	success	1.195209	19.030208	1.215416	17.956042	-1.074166
915	graph-id-in-parameter-wrapped-contains-k02-group-01-dense	success	0.075333	0.706	0.055084	0.459083	-0.246917
916	request-selected-set-wrapped-contains-k02-group-01-dense	success	0.098708	0.449417	0.052209	0.422916	-0.026501
917	graph-id-in-literal-wrapped-contains-k02-group-02-zero	success	0.06175	2.871333	0.046083	2.893542	0.022209
918	graph-id-in-parameter-wrapped-contains-k02-group-02-zero	success	0.04375	0.29825	0.042708	0.299083	0.000833
919	request-selected-set-wrapped-contains-k02-group-02-zero	success	0.030792	0.252292	0.031	0.259958	0.007666
920	graph-id-in-literal-wrapped-contains-k02-group-02-targeted	success	0.23225	3.97475	0.225042	4.110167	0.135417
921	graph-id-in-parameter-wrapped-contains-k02-group-02-targeted	success	0.030833	0.305625	0.03775	0.307292	0.001667
922	request-selected-set-wrapped-contains-k02-group-02-targeted	success	0.0285	0.295708	0.029833	0.333875	0.038167
923	graph-id-in-literal-wrapped-contains-k02-group-02-dense	success	1.120417	17.428916	1.136083	16.989709	-0.439207
924	graph-id-in-parameter-wrapped-contains-k02-group-02-dense	success	0.089334	0.453416	0.05925	0.460041	0.006625
925	request-selected-set-wrapped-contains-k02-group-02-dense	success	0.049209	0.408833	0.076417	0.419125	0.010292
926	graph-id-in-literal-wrapped-contains-k02-group-03-zero	success	0.052625	3.145416	0.054042	3.126334	-0.019082
927	graph-id-in-parameter-wrapped-contains-k02-group-03-zero	success	0.028417	0.286833	0.034917	0.29075	0.003917
928	request-selected-set-wrapped-contains-k02-group-03-zero	success	0.027416	0.268709	0.03225	0.268542	-0.000167
929	graph-id-in-literal-wrapped-contains-k02-group-03-targeted	success	0.20325	4.11225	0.194291	4.134417	0.022167
930	graph-id-in-parameter-wrapped-contains-k02-group-03-targeted	success	0.038583	0.288583	0.041792	0.306542	0.017959
931	request-selected-set-wrapped-contains-k02-group-03-targeted	success	0.033125	0.301917	0.045542	0.270583	-0.031334
932	graph-id-in-literal-wrapped-contains-k02-group-03-dense	success	1.242708	20.948833	1.279416	20.718917	-0.229916
933	graph-id-in-parameter-wrapped-contains-k02-group-03-dense	success	0.051541	0.541834	0.0645	0.465292	-0.076542
934	request-selected-set-wrapped-contains-k02-group-03-dense	success	0.044416	0.494167	0.058875	0.421583	-0.072584
935	graph-id-in-literal-wrapped-contains-k02-group-04-zero	success	0.055334	3.130875	0.04825	3.109166	-0.021709
936	graph-id-in-parameter-wrapped-contains-k02-group-04-zero	success	0.026	0.29375	0.031459	0.292792	-0.000958
937	request-selected-set-wrapped-contains-k02-group-04-zero	success	0.030875	0.264625	0.028916	0.264875	0.00025
938	graph-id-in-literal-wrapped-contains-k02-group-04-targeted	success	0.175458	3.98525	0.171125	4.172166	0.186916
939	graph-id-in-parameter-wrapped-contains-k02-group-04-targeted	success	0.027083	0.29875	0.064084	0.296584	-0.002166
940	request-selected-set-wrapped-contains-k02-group-04-targeted	success	0.028208	0.278333	0.028875	0.265417	-0.012916
941	graph-id-in-literal-wrapped-contains-k02-group-04-dense	success	1.234166	21.447625	1.223959	21.166458	-0.281167
942	graph-id-in-parameter-wrapped-contains-k02-group-04-dense	success	0.046959	0.458166	0.054084	0.466625	0.008459
943	request-selected-set-wrapped-contains-k02-group-04-dense	success	0.037791	0.412959	0.065834	0.4185	0.005541
944	graph-id-in-literal-wrapped-contains-k02-group-05-zero	success	0.061875	2.969083	0.067625	2.978292	0.009209
945	graph-id-in-parameter-wrapped-contains-k02-group-05-zero	success	0.036	0.301917	0.0325	0.281375	-0.020542
946	request-selected-set-wrapped-contains-k02-group-05-zero	success	0.026834	0.250125	0.035	0.263125	0.013
947	graph-id-in-literal-wrapped-contains-k02-group-05-targeted	success	0.240458	3.864667	0.245583	4.096083	0.231416
948	graph-id-in-parameter-wrapped-contains-k02-group-05-targeted	success	0.064709	0.299667	0.066459	0.303083	0.003416
949	request-selected-set-wrapped-contains-k02-group-05-targeted	success	0.045167	0.28325	0.037375	0.275958	-0.007292
950	graph-id-in-literal-wrapped-contains-k02-group-05-dense	success	1.207375	18.753625	1.163542	18.88325	0.129625
951	graph-id-in-parameter-wrapped-contains-k02-group-05-dense	success	0.095084	0.4615	0.044917	0.455209	-0.006291
952	request-selected-set-wrapped-contains-k02-group-05-dense	success	0.316666	0.468584	0.057334	0.41925	-0.049334
953	graph-id-in-literal-wrapped-contains-k02-group-06-zero	success	0.067041	3.270709	0.078833	3.132958	-0.137751
954	graph-id-in-parameter-wrapped-contains-k02-group-06-zero	success	0.035166	0.2975	0.035458	0.293416	-0.004084
955	request-selected-set-wrapped-contains-k02-group-06-zero	success	0.031208	0.263041	0.032333	0.250459	-0.012582
956	graph-id-in-literal-wrapped-contains-k02-group-06-targeted	success	0.192292	4.013083	0.182333	4.051625	0.038542
957	graph-id-in-parameter-wrapped-contains-k02-group-06-targeted	success	0.089541	0.302791	0.033625	0.293958	-0.008833
958	request-selected-set-wrapped-contains-k02-group-06-targeted	success	0.039916	0.27	0.029792	0.27125	0.00125
959	graph-id-in-literal-wrapped-contains-k02-group-06-dense	success	1.258916	20.86825	1.233625	21.06975	0.2015
960	graph-id-in-parameter-wrapped-contains-k02-group-06-dense	success	0.062375	0.44575	0.044917	0.458083	0.012333
961	request-selected-set-wrapped-contains-k02-group-06-dense	success	0.051042	0.412709	0.040958	0.416291	0.003582
962	graph-id-in-literal-wrapped-contains-k02-group-07-zero	success	0.064833	2.821042	0.053917	2.836125	0.015083
963	graph-id-in-parameter-wrapped-contains-k02-group-07-zero	success	0.029833	0.290292	0.037667	0.282833	-0.007459
964	request-selected-set-wrapped-contains-k02-group-07-zero	success	0.024625	0.249584	0.028833	0.260125	0.010541
965	graph-id-in-literal-wrapped-contains-k02-group-07-targeted	success	0.191917	3.726625	0.178625	3.778417	0.051792
966	graph-id-in-parameter-wrapped-contains-k02-group-07-targeted	success	0.039666	0.285209	0.041292	0.298708	0.013499
967	request-selected-set-wrapped-contains-k02-group-07-targeted	success	0.063792	0.271	0.032334	0.264125	-0.006875
968	graph-id-in-literal-wrapped-contains-k02-group-07-dense	success	1.179667	20.059292	1.162292	20.087542	0.02825
969	graph-id-in-parameter-wrapped-contains-k02-group-07-dense	success	0.063208	0.451791	0.043917	0.474167	0.022376
970	request-selected-set-wrapped-contains-k02-group-07-dense	success	0.0355	0.399958	0.042708	0.419708	0.01975
971	graph-id-in-literal-wrapped-contains-k02-group-08-zero	success	0.047667	2.017166	0.052375	1.994458	-0.022708
972	graph-id-in-parameter-wrapped-contains-k02-group-08-zero	success	0.027625	0.286166	0.032583	0.293458	0.007292
973	request-selected-set-wrapped-contains-k02-group-08-zero	success	0.023875	0.255792	0.027	0.251334	-0.004458
974	graph-id-in-literal-wrapped-contains-k02-group-08-targeted	success	0.202458	2.54425	0.196792	2.691417	0.147167
975	graph-id-in-parameter-wrapped-contains-k02-group-08-targeted	success	0.031625	0.300292	0.034459	0.289916	-0.010376
976	request-selected-set-wrapped-contains-k02-group-08-targeted	success	0.032375	0.266541	0.025417	0.275583	0.009042
977	graph-id-in-literal-wrapped-contains-k02-group-08-dense	success	0.803875	12.084125	0.83475	12.11625	0.032125
978	graph-id-in-parameter-wrapped-contains-k02-group-08-dense	success	0.041417	0.435083	0.046708	0.454083	0.019
979	request-selected-set-wrapped-contains-k02-group-08-dense	success	0.040625	0.402	0.039125	0.417333	0.015333
980	graph-id-in-literal-wrapped-contains-k02-group-09-zero	success	0.052667	1.95975	0.053208	1.965916	0.006166
981	graph-id-in-parameter-wrapped-contains-k02-group-09-zero	success	0.0325	0.274708	0.031709	0.283791	0.009083
982	request-selected-set-wrapped-contains-k02-group-09-zero	success	0.0275	0.254833	0.033625	0.2595	0.004667
983	graph-id-in-literal-wrapped-contains-k02-group-09-targeted	success	0.161375	2.39225	0.172208	2.583042	0.190792
984	graph-id-in-parameter-wrapped-contains-k02-group-09-targeted	success	0.040625	0.307167	0.035959	0.315083	0.007916
985	request-selected-set-wrapped-contains-k02-group-09-targeted	success	0.039292	0.281542	0.025208	0.278333	-0.003209
986	graph-id-in-literal-wrapped-contains-k02-group-09-dense	success	0.813459	12.344417	0.866167	12.364334	0.019917
987	graph-id-in-parameter-wrapped-contains-k02-group-09-dense	success	0.056084	0.436875	0.0465	0.442291	0.005416
988	request-selected-set-wrapped-contains-k02-group-09-dense	success	0.036541	0.401083	0.040084	0.414458	0.013375
989	graph-id-in-literal-wrapped-contains-k02-group-10-zero	success	0.096	2.0465	0.049583	2.045333	-0.001167
990	graph-id-in-parameter-wrapped-contains-k02-group-10-zero	success	0.038542	0.284708	0.031417	0.283208	-0.0015
991	request-selected-set-wrapped-contains-k02-group-10-zero	success	0.024959	0.24625	0.029416	0.26425	0.018
992	graph-id-in-literal-wrapped-contains-k02-group-10-targeted	success	0.330834	2.534083	0.182125	2.640542	0.106459
993	graph-id-in-parameter-wrapped-contains-k02-group-10-targeted	success	0.098083	0.28125	0.03325	0.296792	0.015542
994	request-selected-set-wrapped-contains-k02-group-10-targeted	success	0.025541	0.275917	0.03075	0.262875	-0.013042
995	graph-id-in-literal-wrapped-contains-k02-group-10-dense	success	0.837708	13.4235	0.853167	13.29325	-0.13025
996	graph-id-in-parameter-wrapped-contains-k02-group-10-dense	success	0.039667	0.429125	0.04275	0.45625	0.027125
997	request-selected-set-wrapped-contains-k02-group-10-dense	success	0.033625	0.400542	0.047125	0.420958	0.020416
998	graph-id-in-literal-wrapped-contains-k02-group-11-zero	success	0.041708	1.985833	0.047708	1.9795	-0.006333
999	graph-id-in-parameter-wrapped-contains-k02-group-11-zero	success	0.026	0.2825	0.032709	0.287375	0.004875
1000	request-selected-set-wrapped-contains-k02-group-11-zero	success	0.021083	0.251333	0.028583	0.262709	0.011376
1001	graph-id-in-literal-wrapped-contains-k02-group-11-targeted	success	0.224958	2.497583	0.207417	2.70325	0.205667
1002	graph-id-in-parameter-wrapped-contains-k02-group-11-targeted	success	0.0265	0.299292	0.034	0.304917	0.005625
1003	request-selected-set-wrapped-contains-k02-group-11-targeted	success	0.026541	0.274333	0.032625	0.285292	0.010959
1004	graph-id-in-literal-wrapped-contains-k02-group-11-dense	success	0.803333	11.623958	0.798292	11.631875	0.007917
1005	graph-id-in-parameter-wrapped-contains-k02-group-11-dense	success	0.044291	0.4305	0.061917	0.454291	0.023791
1006	request-selected-set-wrapped-contains-k02-group-11-dense	success	0.037167	0.404666	0.039334	0.43125	0.026584
1007	graph-id-in-literal-wrapped-contains-k02-group-12-zero	success	0.050334	2.171167	0.062459	2.184	0.012833
1008	graph-id-in-parameter-wrapped-contains-k02-group-12-zero	success	0.031833	0.283458	0.031208	0.296917	0.013459
1009	request-selected-set-wrapped-contains-k02-group-12-zero	success	0.025084	0.24975	0.029458	0.303625	0.053875
1010	graph-id-in-literal-wrapped-contains-k02-group-12-targeted	success	0.218292	2.773209	0.229875	2.949583	0.176374
1011	graph-id-in-parameter-wrapped-contains-k02-group-12-targeted	success	0.040958	0.284041	0.030584	0.328542	0.044501
1012	request-selected-set-wrapped-contains-k02-group-12-targeted	success	0.026833	0.272084	0.024584	0.286666	0.014582
1013	graph-id-in-literal-wrapped-contains-k02-group-12-dense	success	0.892542	15.0375	0.943542	15.074709	0.037209
1014	graph-id-in-parameter-wrapped-contains-k02-group-12-dense	success	0.042625	0.438083	0.049291	0.4825	0.044417
1015	request-selected-set-wrapped-contains-k02-group-12-dense	success	0.038	0.402625	0.038458	0.435333	0.032708
1016	graph-id-in-literal-wrapped-contains-k02-group-13-zero	success	0.043458	2.173583	0.044458	2.194917	0.021334
1017	graph-id-in-parameter-wrapped-contains-k02-group-13-zero	success	0.029417	0.29525	0.03125	0.2975	0.00225
1018	request-selected-set-wrapped-contains-k02-group-13-zero	success	0.02025	0.257167	0.019833	0.267791	0.010624
1019	graph-id-in-literal-wrapped-contains-k02-group-13-targeted	success	0.15375	2.619542	0.158166	2.820667	0.201125
1020	graph-id-in-parameter-wrapped-contains-k02-group-13-targeted	success	0.025958	0.284708	0.033875	0.305542	0.020834
1021	request-selected-set-wrapped-contains-k02-group-13-targeted	success	0.022334	0.270583	0.027708	0.273209	0.002626
1022	graph-id-in-literal-wrapped-contains-k02-group-13-dense	success	0.884167	15.572333	0.937458	15.580875	0.008542
1023	graph-id-in-parameter-wrapped-contains-k02-group-13-dense	success	0.034708	0.432	0.039708	0.471125	0.039125
1024	request-selected-set-wrapped-contains-k02-group-13-dense	success	0.030791	0.409	0.0405	0.453292	0.044292
1025	graph-id-in-literal-wrapped-contains-k02-group-14-zero	success	0.04025	2.041458	0.052041	2.08625	0.044792
1026	graph-id-in-parameter-wrapped-contains-k02-group-14-zero	success	0.023917	0.272041	0.030916	0.293458	0.021417
1027	request-selected-set-wrapped-contains-k02-group-14-zero	success	0.022667	0.260167	0.025459	0.271	0.010833
1028	graph-id-in-literal-wrapped-contains-k02-group-14-targeted	success	0.1775	2.581208	0.1735	2.662542	0.081334
1029	graph-id-in-parameter-wrapped-contains-k02-group-14-targeted	success	0.028125	0.308166	0.032	0.318833	0.010667
1030	request-selected-set-wrapped-contains-k02-group-14-targeted	success	0.025583	0.272541	0.02275	0.29675	0.024209
1031	graph-id-in-literal-wrapped-contains-k02-group-14-dense	success	0.798791	13.304542	0.892042	13.295917	-0.008625
1032	graph-id-in-parameter-wrapped-contains-k02-group-14-dense	success	0.041208	0.476666	0.060125	0.490708	0.014042
1033	request-selected-set-wrapped-contains-k02-group-14-dense	success	0.031625	0.398083	0.052958	0.462958	0.064875
1034	graph-id-in-literal-wrapped-contains-k02-group-15-zero	success	0.042292	2.201583	0.085416	2.193084	-0.008499
1035	graph-id-in-parameter-wrapped-contains-k02-group-15-zero	success	0.028459	0.286375	0.039417	0.307875	0.0215
1036	request-selected-set-wrapped-contains-k02-group-15-zero	success	0.025583	0.245417	0.031416	0.2545	0.009083
1037	graph-id-in-literal-wrapped-contains-k02-group-15-targeted	success	0.201042	2.840375	0.271583	2.921459	0.081084
1038	graph-id-in-parameter-wrapped-contains-k02-group-15-targeted	success	0.02875	0.302917	0.039458	0.312292	0.009375
1039	request-selected-set-wrapped-contains-k02-group-15-targeted	success	0.020167	0.289917	0.065	0.287666	-0.002251
1040	graph-id-in-literal-wrapped-contains-k02-group-15-dense	success	0.818	12.380958	0.938625	12.38975	0.008792
1041	graph-id-in-parameter-wrapped-contains-k02-group-15-dense	success	0.05425	0.432375	0.072625	0.488667	0.056292
1042	request-selected-set-wrapped-contains-k02-group-15-dense	success	0.038	0.404209	0.042959	0.445875	0.041666
1043	graph-id-in-literal-wrapped-contains-k02-group-16-zero	success	0.040208	2.342542	0.065375	2.373167	0.030625
1044	graph-id-in-parameter-wrapped-contains-k02-group-16-zero	success	0.028542	0.288666	0.033291	0.291958	0.003292
1045	request-selected-set-wrapped-contains-k02-group-16-zero	success	0.022292	0.2445	0.028291	0.268167	0.023667
1046	graph-id-in-literal-wrapped-contains-k02-group-16-targeted	success	0.23425	3.501541	0.237084	3.630958	0.129417
1047	graph-id-in-parameter-wrapped-contains-k02-group-16-targeted	success	0.031166	0.300791	0.030458	0.305625	0.004834
1048	request-selected-set-wrapped-contains-k02-group-16-targeted	success	0.022708	0.285958	0.025833	0.312875	0.026917
1049	graph-id-in-literal-wrapped-contains-k02-group-16-dense	success	1.073417	25.149125	1.141292	25.153417	0.004292
1050	graph-id-in-parameter-wrapped-contains-k02-group-16-dense	success	0.03375	0.528084	0.049417	0.486959	-0.041125
1051	request-selected-set-wrapped-contains-k02-group-16-dense	success	0.036416	0.420875	0.039792	0.474167	0.053292
1052	graph-id-in-literal-wrapped-contains-k02-group-17-zero	success	0.039292	2.466833	0.061	2.466917	8.4e-05
1053	graph-id-in-parameter-wrapped-contains-k02-group-17-zero	success	0.026	0.285833	0.028167	0.304875	0.019042
1054	request-selected-set-wrapped-contains-k02-group-17-zero	success	0.02025	0.253375	0.024583	0.279167	0.025792
1055	graph-id-in-literal-wrapped-contains-k02-group-17-targeted	success	0.224791	3.621083	0.219584	3.766792	0.145709
1056	graph-id-in-parameter-wrapped-contains-k02-group-17-targeted	success	0.026	0.293875	0.026833	0.305208	0.011333
1057	request-selected-set-wrapped-contains-k02-group-17-targeted	success	0.026458	0.288292	0.0475	0.298375	0.010083
1058	graph-id-in-literal-wrapped-contains-k02-group-17-dense	success	1.018625	22.494958	1.118875	22.724209	0.229251
1059	graph-id-in-parameter-wrapped-contains-k02-group-17-dense	success	0.043958	0.442042	0.101	0.474292	0.03225
1060	request-selected-set-wrapped-contains-k02-group-17-dense	success	0.036708	0.399833	0.073375	0.435833	0.036
1061	graph-id-in-literal-wrapped-contains-k02-group-18-zero	success	0.040875	2.26225	0.082208	2.283208	0.020958
1062	graph-id-in-parameter-wrapped-contains-k02-group-18-zero	success	0.027708	0.2765	0.034667	0.292125	0.015625
1063	request-selected-set-wrapped-contains-k02-group-18-zero	success	0.023917	0.252167	0.025584	0.2685	0.016333
1064	graph-id-in-literal-wrapped-contains-k02-group-18-targeted	success	0.195541	3.350417	0.214166	3.466125	0.115708
1065	graph-id-in-parameter-wrapped-contains-k02-group-18-targeted	success	0.027458	0.282875	0.03325	0.309584	0.026709
1066	request-selected-set-wrapped-contains-k02-group-18-targeted	success	0.021292	0.280958	0.024083	0.283208	0.00225
1067	graph-id-in-literal-wrapped-contains-k02-group-18-dense	success	0.907625	19.8735	0.970084	19.993083	0.119583
1068	graph-id-in-parameter-wrapped-contains-k02-group-18-dense	success	0.0395	0.439625	0.038375	0.475458	0.035833
1069	request-selected-set-wrapped-contains-k02-group-18-dense	success	0.043208	0.395041	0.040292	0.441125	0.046084
1070	graph-id-in-literal-wrapped-contains-k02-group-19-zero	success	0.033875	2.357	0.052375	2.400917	0.043917
1071	graph-id-in-parameter-wrapped-contains-k02-group-19-zero	success	0.032917	0.285375	0.030042	0.287333	0.001958
1072	request-selected-set-wrapped-contains-k02-group-19-zero	success	0.020583	0.258417	0.025875	0.264792	0.006375
1073	graph-id-in-literal-wrapped-contains-k02-group-19-targeted	success	0.2195	3.456542	0.212709	3.700417	0.243875
1074	graph-id-in-parameter-wrapped-contains-k02-group-19-targeted	success	0.054292	0.296083	0.03	0.294334	-0.001749
1075	request-selected-set-wrapped-contains-k02-group-19-targeted	success	0.031333	0.280083	0.035125	0.28875	0.008667
1076	graph-id-in-literal-wrapped-contains-k02-group-19-dense	success	0.989041	21.006041	1.069833	21.577292	0.571251
1077	graph-id-in-parameter-wrapped-contains-k02-group-19-dense	success	0.039125	0.447292	0.082584	0.523375	0.076083
1078	request-selected-set-wrapped-contains-k02-group-19-dense	success	0.033958	0.396584	0.05175	0.460709	0.064125
1079	graph-id-in-literal-wrapped-contains-k02-group-20-zero	success	0.036625	2.411583	0.069958	2.465875	0.054292
1080	graph-id-in-parameter-wrapped-contains-k02-group-20-zero	success	0.025375	0.2805	0.03475	0.290833	0.010333
1081	request-selected-set-wrapped-contains-k02-group-20-zero	success	0.023	0.258917	0.034708	0.26825	0.009333
1082	graph-id-in-literal-wrapped-contains-k02-group-20-targeted	success	0.21175	3.78125	0.259542	3.887917	0.106667
1083	graph-id-in-parameter-wrapped-contains-k02-group-20-targeted	success	0.028875	0.308	0.050291	0.311666	0.003666
1084	request-selected-set-wrapped-contains-k02-group-20-targeted	success	0.024791	0.288917	0.03775	0.292791	0.003874
1085	graph-id-in-literal-wrapped-contains-k02-group-20-dense	success	1.041167	24.102833	1.080666	24.185209	0.082376
1086	graph-id-in-parameter-wrapped-contains-k02-group-20-dense	success	0.038375	0.432917	0.051541	0.489625	0.056708
1087	request-selected-set-wrapped-contains-k02-group-20-dense	success	0.037875	0.395375	0.044416	0.44425	0.048875
1088	graph-id-in-literal-wrapped-contains-k02-group-21-zero	success	0.047334	2.255375	0.050042	2.324708	0.069333
1089	graph-id-in-parameter-wrapped-contains-k02-group-21-zero	success	0.0355	0.275125	0.036667	0.286125	0.011
1090	request-selected-set-wrapped-contains-k02-group-21-zero	success	0.037458	0.258042	0.033625	0.263042	0.005
1091	graph-id-in-literal-wrapped-contains-k02-group-21-targeted	success	0.289625	3.506208	0.33325	3.593208	0.087
1092	graph-id-in-parameter-wrapped-contains-k02-group-21-targeted	success	0.094458	0.358	0.108125	0.363625	0.005625
1093	request-selected-set-wrapped-contains-k02-group-21-targeted	success	0.028958	0.367875	0.044375	0.338333	-0.029542
1094	graph-id-in-literal-wrapped-contains-k02-group-21-dense	success	0.896625	17.930208	0.928958	18.039	0.108792
1095	graph-id-in-parameter-wrapped-contains-k02-group-21-dense	success	0.049625	0.438292	0.04775	0.460833	0.022541
1096	request-selected-set-wrapped-contains-k02-group-21-dense	success	0.043208	0.41625	0.0475	0.439375	0.023125
1097	graph-id-in-literal-wrapped-contains-k02-group-22-zero	success	0.037833	2.301417	0.052	2.353833	0.052416
1098	graph-id-in-parameter-wrapped-contains-k02-group-22-zero	success	0.025417	0.274208	0.02675	0.289334	0.015126
1099	request-selected-set-wrapped-contains-k02-group-22-zero	success	0.020542	0.252917	0.0565	0.270959	0.018042
1100	graph-id-in-literal-wrapped-contains-k02-group-22-targeted	success	0.251375	3.505459	0.252875	3.565792	0.060333
1101	graph-id-in-parameter-wrapped-contains-k02-group-22-targeted	success	0.030083	0.290291	0.086708	0.3035	0.013209
1102	request-selected-set-wrapped-contains-k02-group-22-targeted	success	0.032375	0.29375	0.12825	0.284584	-0.009166
1103	graph-id-in-literal-wrapped-contains-k02-group-22-dense	success	0.915917	21.543917	0.934416	21.853667	0.30975
1104	graph-id-in-parameter-wrapped-contains-k02-group-22-dense	success	0.039583	0.44	0.078541	0.487208	0.047208
1105	request-selected-set-wrapped-contains-k02-group-22-dense	success	0.029625	0.460666	0.06725	0.460583	-8.3e-05
1106	graph-id-in-literal-wrapped-contains-k02-group-23-zero	success	0.131292	2.353917	0.07675	2.340083	-0.013834
1107	graph-id-in-parameter-wrapped-contains-k02-group-23-zero	success	0.056417	0.313917	0.054833	0.296583	-0.017334
1108	request-selected-set-wrapped-contains-k02-group-23-zero	success	0.044792	0.283792	0.031167	0.26925	-0.014542
1109	graph-id-in-literal-wrapped-contains-k02-group-23-targeted	success	0.268417	3.733834	0.302542	3.613125	-0.120709
1110	graph-id-in-parameter-wrapped-contains-k02-group-23-targeted	success	0.066417	0.373167	0.039208	0.354458	-0.018709
1111	request-selected-set-wrapped-contains-k02-group-23-targeted	success	0.036625	0.334916	0.037375	0.34025	0.005334
1112	graph-id-in-literal-wrapped-contains-k02-group-23-dense	success	1.071042	21.254042	1.059666	21.477667	0.223625
1113	graph-id-in-parameter-wrapped-contains-k02-group-23-dense	success	0.04775	0.492458	0.044958	0.496375	0.003917
1114	request-selected-set-wrapped-contains-k02-group-23-dense	success	0.039958	0.447792	0.037292	0.458	0.010208
1115	graph-id-in-literal-wrapped-contains-k02-group-24-zero	success	0.047125	2.0835	0.046	1.927834	-0.155666
1116	graph-id-in-parameter-wrapped-contains-k02-group-24-zero	success	0.026792	0.92475	0.027875	0.305709	-0.619041
1117	request-selected-set-wrapped-contains-k02-group-24-zero	success	0.024458	0.41375	0.023333	0.262209	-0.151541
1118	graph-id-in-literal-wrapped-contains-k02-group-24-targeted	success	0.205916	3.515875	0.203666	3.036458	-0.479417
1119	graph-id-in-parameter-wrapped-contains-k02-group-24-targeted	success	0.023208	0.544833	0.026083	0.3225	-0.222333
1120	request-selected-set-wrapped-contains-k02-group-24-targeted	success	0.028625	0.449708	0.023792	0.290167	-0.159541
1121	graph-id-in-literal-wrapped-contains-k02-group-24-dense	success	0.901666	19.282541	0.938917	12.170708	-7.111833
1122	graph-id-in-parameter-wrapped-contains-k02-group-24-dense	success	0.036583	1.023875	0.04325	0.4825	-0.541375
1123	request-selected-set-wrapped-contains-k02-group-24-dense	success	0.026708	0.819792	0.039666	0.443917	-0.375875
1124	graph-id-in-literal-wrapped-contains-k02-group-25-zero	success	0.051667	2.241292	0.045166	1.868667	-0.372625
1125	graph-id-in-parameter-wrapped-contains-k02-group-25-zero	success	0.030916	0.548125	0.0485	0.298292	-0.249833
